GSM1701025	GSM1701026	GSM1701027	GSM1701028	GSM1701029	GSM1701030	GSM1701031	GSM1701032	GSM1701033	GSM1701034	GSM1701035	GSM1701036	GSM1701037	GSM1701038	GSM1701039	GSM1701040	GSM1701041	GSM1701042	GSM1701043	GSM1701044
CCDC170	4.477	3.01697	2.92538	3.195	2.97722	2.72533	3.07844	3.89086	3.169	3.1306	4.43666	5.84114	4.40245	3.21061	4.31404	6.09501	6.87946	6.0025	4.05924	3.43967
CDV3	3.67093	2.01658	2.50821	2.66355	2.75126	2.48967	2.6472	2.60445	2.84625	3.12818	3.00883	2.30493	2.22978	2.72579	2.8648	2.67026	1.92145	1.94805	2.57011	3.30644
HSPA12A	7.2362	6.0885	5.44007	6.72714	6.14674	7.10908	5.79557	7.31936	4.62841	5.70779	4.2715	5.2743	5.70432	3.68266	5.50491	5.42598	4.87329	5.86119	4.94098	4.90225
OGT	9.79726	9.26616	10.5523	7.64146	7.28506	8.68552	9.50876	11.1359	7.74012	6.93872	10.4551	8.57775	9.16394	8.03742	10.0589	8.28671	9.38219	9.55709	10.1708	9.93817
GIMAP6	2.20873	4.01632	2.8901	2.13508	1.84217	2.34353	2.58724	2.4602	3.82943	1.7063	2.52935	4.04646	3.52779	2.15607	4.64746	4.12777	4.9913	3.82246	3.45433	3.53354
GNG5	9.84904	9.56963	9.31798	10.2713	9.29817	8.56448	9.5414	8.44821	9.10457	8.35256	8.58258	9.23872	9.46279	6.02615	8.74868	9.53353	9.50396	8.63001	8.54353	8.92231
MYL6B	9.12957	6.96723	7.31165	8.34797	7.15045	7.27231	7.67281	8.18816	6.66144	6.89158	6.34884	6.37305	6.30623	2.57145	6.47516	6.00482	6.15696	6.46243	6.43922	6.58907
RTP4	6.61183	6.17093	6.32019	5.41575	6.72046	5.89138	5.86539	4.74522	5.27405	5.50024	4.87766	5.61639	6.24487	2.52207	6.17637	6.61083	6.38507	5.37165	4.98818	5.22027
GTPBP8	6.02302	5.61017	5.38365	5.66375	4.95743	5.13159	4.82114	5.75343	6.82855	5.3684	4.59019	6.03164	5.56856	3.60281	5.40471	5.08096	6.17356	4.84519	5.31653	4.93082
KCNK1	4.18367	4.40932	5.48765	5.65875	3.84446	4.93892	5.27751	5.59752	5.94165	4.12643	6.28255	6.07594	6.40447	4.1206	4.14231	6.57399	5.81232	5.32272	4.28918	5.46323
CYB5R2	4.11077	5.72828	3.61339	5.07306	4.83617	4.81579	3.62664	3.94728	3.96313	3.36677	4.41869	5.01057	4.13867	3.51692	3.15367	4.01587	4.14356	3.56563	4.72975	4.38425
LY6K	6.33922	2.69666	6.62441	4.68158	3.1254	3.23321	3.9104	2.93197	6.52182	5.07582	2.98229	3.00994	2.84137	4.51446	3.3413	3.37914	2.88805	3.02033	2.89343	3.90267
PKM	7.0519	8.03594	5.84672	6.38029	6.50715	6.03021	6.65948	4.98061	5.89169	6.14241	4.64924	5.83923	5.70448	6.06249	5.41954	5.87742	4.97158	5.46883	5.52348	5.84262
SEL1L	5.88054	5.06265	5.8763	5.18556	4.98226	5.6948	5.28702	4.3773	6.77674	5.19089	5.06729	7.02584	6.47185	3.30241	4.85528	5.33233	5.91073	5.2912	4.95376	5.01461
INHBB	8.30824	6.39903	7.68294	7.27637	6.43449	7.66714	7.68191	7.21823	5.89981	7.19126	5.78179	6.39903	6.53594	5.16062	7.15891	6.82731	6.97734	7.05035	6.76448	5.12318
SAMHD1	3.9207	3.08388	3.28169	3.89967	3.87889	2.89731	5.51944	3.78722	3.358	4.92023	4.8429	3.33662	3.45595	5.83974	4.68395	5.19192	3.70688	5.26433	4.3643	5.03998
TBX2	6.73644	3.7596	4.32659	4.79151	7.43119	3.83906	5.21531	6.8767	4.04776	6.74658	5.59687	5.43966	6.05439	3.85916	6.87641	6.13781	6.29175	5.68583	5.53569	6.13991
CCL4	4.03787	4.22217	4.08972	4.00905	3.59496	4.27318	5.40611	5.31776	4.19395	4.33333	6.67435	4.90298	5.29265	6.14233	5.28368	6.34617	6.25346	5.71261	6.13741	7.74552
ACAD8	8.3062	5.58732	3.88229	3.95856	3.31865	5.40713	4.34445	5.3023	5.18201	3.66865	4.59387	5.14199	4.46397	2.56779	3.77109	4.97179	5.47266	5.02947	5.14614	3.74636
APOO	4.98938	5.958	5.03645	5.78798	5.39843	5.31992	5.36345	4.83413	6.00384	5.01708	5.40282	6.03842	5.56856	4.17459	4.8651	5.74938	5.98015	5.41	4.45966	4.83152
DDX59	7.98221	7.9293	8.17614	8.24845	8.53509	7.32999	8.58912	8.60939	8.26305	8.76134	9.11741	8.10985	8.3706	9.43705	8.8832	8.68852	8.24845	8.65368	8.73623	8.81601
BRI3	8.08846	8.88184	7.81814	8.51872	8.53432	7.30864	6.73206	5.36598	7.35061	7.02111	6.36637	6.59826	7.36956	4.84387	6.51872	7.20991	7.24632	6.38155	6.46384	6.94699
RNFT2	6.82302	3.80134	4.18742	5.19871	4.58221	3.0613	4.86513	4.51037	4.46981	4.27191	2.85517	2.98128	3.00368	2.77305	2.36667	2.58715	2.26193	2.64819	2.42216	3.35505
WNK1	6.93696	7.26607	6.35094	6.18843	6.55377	5.46078	6.84672	8.37986	7.44283	6.45854	6.66955	7.66906	7.04104	5.57525	6.65912	7.00806	7.11996	7.09412	6.69306	6.79638
TUBGCP5	2.67312	3.94728	3.39648	3.22009	3.00566	3.17631	3.49322	3.89479	3.47437	3.18467	3.66884	3.48456	3.49684	3.23532	3.74663	3.49684	3.25371	4.36679	3.94516	4.00311
RASSF2	4.54212	3.65706	4.4282	4.32273	3.59478	5.93889	3.96827	5.6538	5.70349	3.0263	5.05062	6.16483	6.11161	4.20909	4.17651	4.59866	4.93105	6.02931	4.93037	6.81897
SYNE2	5.608	7.33658	5.75537	5.17506	6.872	4.97707	5.32304	5.03161	6.74789	4.30037	6.82144	6.86016	7.26473	3.58525	7.3534	7.95409	8.73359	7.9394	7.86837	5.88185
NDUFS5	11.0741	10.3652	10.3997	9.3502	10.4386	9.53368	10.7343	10.688	10.0337	9.61789	8.69231	9.31516	8.89536	7.7572	9.23668	9.22539	9.31317	8.7005	8.54149	9.23347
RPL10	11.0741	10.3652	10.3997	9.3502	10.4386	9.53368	10.7343	10.688	10.0337	9.61789	8.69231	9.31516	8.89536	7.7572	9.23668	9.22539	9.31317	8.7005	8.54149	9.23347
RBM5	9.55547	9.87562	10.1678	9.22452	9.81737	8.61508	10.9086	10.3354	9.78278	10.3452	10.3237	9.99684	9.95062	9.57305	10.5439	10.446	9.96742	10.6252	10.5659	9.7431
EAPP	7.11387	8.25177	7.00735	6.07975	5.54037	5.81192	5.79941	5.64625	7.04265	6.35024	5.90881	6.5787	7.4413	2.71789	6.80606	7.21185	7.29806	6.84891	6.29146	7.05243
VPS13C	7.47951	8.4757	8.84697	8.53934	8.0033	7.22207	7.78306	9.10199	8.10171	8.94739	8.60324	10.0111	9.67011	3.47775	9.93134	9.83766	10.113	9.79255	9.81242	9.28684
ZC3H7B	8.08459	7.7985	7.87191	8.8706	8.99723	7.78844	8.38151	9.02325	8.74932	9.16915	10.4751	8.37992	8.72832	12.1208	9.60027	9.19376	8.91816	8.99148	9.38964	9.62723
TAF1A	5.52969	5.70643	5.78511	4.49779	3.88609	6.36102	4.64308	5.94024	6.47247	4.32944	4.75114	4.89537	4.66553	4.23714	5.73536	4.53624	2.842	4.77282	5.68847	5.41575
VGLL4	9.47816	9.72169	9.67257	9.51205	9.89823	8.71507	8.49014	9.66761	9.58531	9.59162	9.26062	9.50372	10.0097	6.18872	9.98023	9.75772	10.0049	9.84382	9.4316	9.59867
MFAP3L	2.92087	3.11872	3.64392	5.70526	5.44601	2.89481	2.40156	3.44792	5.62721	3.04352	3.1207	7.86737	7.25881	2.66072	4.76502	3.77556	4.27112	4.8744	3.06763	3.14175
MARCH3	3.26567	4.75667	3.59892	4.32071	3.07714	4.60697	3.09647	3.13246	6.32039	3.83531	3.83277	4.35019	4.14178	5.57109	4.16423	2.92742	4.71695	3.58776	4.55139	4.30183
DKK3	8.99523	7.1907	5.60237	8.8706	6.94303	6.97584	8.07998	8.37986	8.96122	7.39874	6.67359	8.47967	8.10806	3.7966	7.11291	6.41631	5.17506	6.63352	7.32699	6.80223
LRRC41	8.75795	5.60665	3.68198	3.30965	4.45173	4.21143	4.4473	2.90078	3.27163	3.14485	3.85435	3.80865	3.7152	3.35775	3.30965	2.95322	3.10599	2.91816	3.72355	3.64268
FAM174B	6.81191	7.37568	7.90827	7.86107	9.62931	7.16323	6.76886	6.95411	6.09765	7.96802	6.69427	8.16429	7.82181	5.9038	7.52949	7.8165	7.33475	7.45604	6.70479	7.09017
TUSC2	5.83856	5.69655	5.18009	5.37686	5.44258	4.60624	4.46054	4.77626	5.86214	5.07762	4.11956	4.8372	4.65911	5.63729	3.10176	4.96979	4.24792	4.52544	4.29534	3.81137
ACVR1B	7.70367	6.04551	7.73737	7.51129	7.30612	6.84931	8.12951	9.75749	7.08905	7.35813	8.68748	7.22385	7.07364	6.4865	7.53664	8.8211	7.47665	7.60823	7.78694	6.93787
PAM16	4.77084	5.50346	4.45665	4.23426	4.41975	4.67817	4.952	4.40043	3.67245	5.49418	4.56359	4.1092	4.3354	6.41579	4.67307	4.48969	4.19848	4.76503	4.47184	4.75609
ACOX1	3.92079	4.23673	4.39474	5.37053	3.98276	4.64765	3.35387	3.6696	5.66367	3.26888	3.40722	5.2743	5.20254	3.81021	3.43398	5.04738	4.56854	4.53913	3.85879	3.38258
TPST1	5.78566	6.34954	5.1162	7.05467	5.19075	5.23508	5.10267	5.24992	6.98437	5.47796	5.63379	6.16298	6.32533	4.82161	5.79865	6.40941	7.39499	5.81375	6.00157	6.51125
SNX16	2.20247	3.21385	2.67736	3.29133	2.08806	2.71331	2.50243	1.93783	4.06111	2.98429	2.30209	2.69453	2.63209	1.61782	1.76264	2.82918	2.20095	2.35725	2.68451	2.53194
RPS6KA2	7.90218	7.10571	5.49625	5.43587	3.55849	5.74305	5.44952	5.49606	6.55187	4.87304	5.7692	7.44693	6.93762	4.84485	6.10672	6.56478	5.74885	5.75512	5.58538	5.12345
ZNF862	7.7568	8.9872	7.78844	7.47946	8.28821	8.26651	7.67666	7.44627	7.01965	7.74903	7.42677	7.49586	7.81296	7.38273	8.13647	8.09246	7.00139	8.39938	8.3835	7.8288
TRO	9.60876	6.8325	5.28305	7.56122	5.93128	4.81426	6.60968	8.71776	6.96419	5.49118	6.63096	5.63438	5.369	4.8543	5.59479	4.71097	6.4742	6.61666	7.14512	6.08192
TMEM43	5.04469	5.73757	7.26396	5.3545	6.11244	4.91228	5.59122	7.02136	6.5073	6.89019	6.18874	5.65058	6.5201	5.57116	6.77629	4.77102	5.6512	6.72381	6.92965	6.26292
PIBF1	6.36176	4.55985	4.8682	4.17233	2.88429	3.98391	4.81751	3.29632	4.57015	4.32944	5.02652	5.11139	5.66277	2.49269	5.55244	5.59141	6.21943	5.07674	4.55139	5.47038
NAA10	7.7981	9.10861	7.13603	7.14804	6.88894	6.96484	6.84586	7.02846	6.34148	6.95712	5.73955	5.98428	6.21136	6.03978	6.22028	5.90539	5.63204	5.92586	5.98857	6.76264
FBXW12	9.02542	8.60123	8.96099	9.4015	9.84025	8.42119	9.46672	9.67412	9.26047	9.62049	10.7151	9.21264	9.35412	11.7308	10.1078	9.78535	9.33734	9.60845	9.65689	9.68895
TMEM117	5.09379	3.57185	4.34855	4.97602	3.63991	5.71939	3.98272	6.96676	3.96037	4.6265	4.59166	5.39018	5.28904	4.71899	4.37885	4.73783	5.29366	4.57093	4.61564	4.35701
B4GALT6	3.82733	2.96629	3.18044	3.99484	3.47821	3.88222	3.23537	4.11914	4.22074	3.48355	2.87757	4.69245	5.04724	3.61329	4.97081	4.19589	5.61226	4.55563	4.21221	3.99336
EHD1	4.35547	3.79134	3.02773	3.9365	3.45042	2.92923	3.04611	2.95217	3.06826	2.30755	3.51274	3.10086	2.55799	4.56666	3.17191	3.17984	2.2621	2.83045	3.14957	2.8221
RANGRF	6.92694	5.77368	5.08854	6.12942	4.9907	5.40616	6.12942	5.53501	5.66243	5.73474	5.15032	6.41408	6.38243	5.04463	5.40165	5.5692	5.43845	5.50488	5.69807	5.61543
LPP	7.12489	6.87438	6.84757	7.5389	7.81483	6.17687	7.26352	7.53889	7.28895	7.74345	8.51497	7.22677	7.33539	8.89531	7.82901	7.80051	7.53738	7.64077	7.66494	7.69622
TIA1	9.30963	7.66337	9.0572	8.2247	7.17593	8.57502	8.8329	8.80862	8.37882	9.09877	8.93512	8.81581	8.67111	3.31931	9.30341	9.08006	7.9488	9.25263	9.17764	8.84929
MPDZ	5.76779	6.14707	5.63438	5.60587	4.96646	5.25895	5.85114	5.83618	6.21196	4.3544	6.80372	7.13021	6.59159	5.58002	6.9703	6.99812	7.84437	7.6358	6.70368	5.94424
DDX39B	7.37226	7.81648	8.84499	7.64118	9.62177	5.30966	9.2166	9.27094	7.7575	8.98038	9.60818	7.57131	7.70857	7.55717	8.55662	7.75636	7.73216	7.66453	8.33911	7.99938
SNORD84	7.37226	7.81648	8.84499	7.64118	9.62177	5.30966	9.2166	9.27094	7.7575	8.98038	9.60818	7.57131	7.70857	7.55717	8.55662	7.75636	7.73216	7.66453	8.33911	7.99938
ATP6V1G2-DDX39B	7.37226	7.81648	8.84499	7.64118	9.62177	5.30966	9.2166	9.27094	7.7575	8.98038	9.60818	7.57131	7.70857	7.55717	8.55662	7.75636	7.73216	7.66453	8.33911	7.99938
LMF1	4.50151	4.8488	5.70217	5.04063	4.82142	4.33224	5.62294	4.47396	3.70727	5.72862	5.6313	5.60174	4.8488	3.16972	5.91122	6.00304	5.08356	5.70684	6.09174	5.89305
SDF2L1	7.3095	7.43772	5.20483	6.73314	6.35945	5.36152	5.9971	5.07253	5.83824	5.68475	5.58413	7.48392	6.35945	5.41764	5.853	5.67457	5.96809	6.13018	5.51907	6.02456
TACO1	6.50937	7.71634	5.23198	6.94544	6.0961	5.3265	5.34242	5.68533	6.77674	5.11895	5.36114	6.36045	5.97667	4.57164	5.55487	6.31256	5.87923	5.97095	5.59353	5.15832
AP1G2	8.90391	6.72644	7.53044	7.2316	6.68574	7.10667	8.58835	7.97823	4.91284	7.99962	7.07695	5.92706	6.74637	4.2307	6.55317	6.59012	6.40005	6.79943	7.06724	7.02978
COX6B1	10.5516	9.29667	9.54653	9.76591	10.004	8.7477	10.4178	9.97595	9.19351	9.33764	8.36484	8.4663	8.76054	6.10916	8.73522	8.29082	8.62044	8.10559	8.01351	8.522
BIRC3	2.10997	4.78925	5.1076	1.36517	3.37116	4.29566	3.00101	4.47942	4.67252	4.74383	8.61658	4.7876	7.47031	7.83441	6.03896	6.31666	7.69545	5.97741	6.41039	8.78984
TFAM	5.8519	7.66709	8.13955	8.20668	7.41422	7.20039	5.39278	7.0243	8.71677	6.78917	6.44836	8.07895	7.26647	3.86389	5.75306	6.83097	8.04065	6.87909	6.73022	6.79969
EXOSC8	6.9983	6.87402	7.70096	7.52443	6.28286	6.89552	8.89557	6.91961	7.10093	8.32404	7.32091	6.75235	7.10995	4.88052	7.8956	7.39823	7.19992	7.55044	7.87715	7.40783
JAK1	3.63148	4.55208	4.89808	4.1639	4.26206	4.20256	5.26199	4.74712	4.93186	4.34825	5.42936	4.46722	5.53726	5.09518	4.58934	5.32907	4.73007	4.98332	4.55419	5.7106
KHSRP	8.73712	8.134	7.11343	7.05467	7.42584	6.98742	9.23956	7.57946	6.54206	9.41374	7.49715	7.3969	6.99625	6.35549	7.8635	7.17607	7.13883	7.77718	8.13004	7.41922
TSPAN12	3.73632	8.74515	6.94347	8.16529	6.91937	7.87025	5.25613	2.31195	9.79885	4.44721	5.986	8.25937	7.99148	3.30241	5.95981	6.7789	8.85671	5.44517	6.07472	6.87741
BCL10	3.78076	2.5103	2.57201	2.28837	2.97722	2.9347	2.53611	2.55894	2.82187	2.29154	3.77021	2.74025	3.02374	2.79076	3.56754	4.57125	5.75386	2.54736	4.04849	4.60499
TCTN3	5.24068	5.85948	4.84841	5.79413	5.15146	5.48986	5.74147	5.46045	6.25059	5.42554	6.18814	6.68381	6.42244	4.32392	5.86434	6.19939	6.34158	4.99862	4.84412	6.68709
PPARGC1A	2.09747	5.43942	2.31933	7.39229	3.03804	2.21625	2.0591	2.59346	4.85997	3.89423	2.54425	4.21569	4.0084	2.84757	3.98209	3.15219	2.65465	3.0899	3.87708	2.74564
ADCY3	4.71165	4.22217	3.75632	3.83928	3.53431	3.65382	3.96741	3.91528	3.64787	3.42274	3.55569	3.11325	3.38752	3.42513	3.61646	3.69576	2.96166	3.54417	3.64472	3.77489
RABGAP1	10.3548	10.7171	10.4365	9.87988	10.2598	9.26406	10.5719	11.1108	10.72	9.50089	10.0924	10.8968	9.99917	6.6326	10.2847	10.0553	9.96883	10.778	10.5765	9.70921
TRIM73	4.58239	4.99113	8.00347	5.1491	6.92751	5.75665	5.12591	5.91866	5.11903	5.49871	7.76149	5.7858	6.29489	3.53212	7.66101	6.14383	7.0094	6.78353	7.7302	7.90335
STAG3L3	4.58239	4.99113	8.00347	5.1491	6.92751	5.75665	5.12591	5.91866	5.11903	5.49871	7.76149	5.7858	6.29489	3.53212	7.66101	6.14383	7.0094	6.78353	7.7302	7.90335
STAG3L2	4.58239	4.99113	8.00347	5.1491	6.92751	5.75665	5.12591	5.91866	5.11903	5.49871	7.76149	5.7858	6.29489	3.53212	7.66101	6.14383	7.0094	6.78353	7.7302	7.90335
RETSAT	2.39769	2.1336	2.28225	2.98716	2.54559	2.14871	2.30146	3.33256	2.27359	2.20865	2.44031	1.95043	1.99782	2.96475	2.35026	2.19327	3.06703	1.83459	2.23257	2.15267
LOC100996506	2.39769	2.1336	2.28225	2.98716	2.54559	2.14871	2.30146	3.33256	2.27359	2.20865	2.44031	1.95043	1.99782	2.96475	2.35026	2.19327	3.06703	1.83459	2.23257	2.15267
MRPS35	6.28969	7.86433	7.80631	7.71007	7.10724	6.37431	6.64859	7.63678	7.67366	6.72845	6.49563	7.80281	7.80258	4.51618	6.5857	7.3605	7.74979	6.92459	6.43214	7.43239
CSNK1G2	4.73628	4.80917	4.84275	4.47864	5.49105	4.35973	4.71321	5.07644	4.04598	5.12818	5.4559	4.53751	4.73628	4.82161	5.72645	5.24992	5.67541	5.144	4.72163	4.953
MRPS33	5.81457	7.83758	7.07393	6.35643	7.9083	7.31217	7.91413	5.88533	7.25316	7.67402	6.00865	7.50074	6.96394	3.44238	6.46587	6.61967	6.42829	6.27055	6.2587	6.88658
GLCE	4.5733	4.43515	5.84442	4.38076	3.41062	4.02436	4.53519	4.2002	4.24783	4.71072	3.09356	4.32641	5.12396	2.98113	4.96081	3.25919	5.7449	4.06932	3.75626	4.3603
PCK1	6.53516	3.48065	4.48403	10.5206	6.10715	4.14646	6.60729	4.95521	4.70659	3.3036	4.67116	4.06702	5.10448	3.65179	4.28663	4.69865	5.24644	4.61531	6.19923	3.77869
PABPN1	7.41257	5.71796	6.74556	6.21632	6.34449	5.29009	6.07232	7.31226	6.02804	6.75408	6.64318	6.03699	5.99873	5.07552	5.79584	5.7879	5.52234	6.65819	6.86366	5.61427
BCL2L2-PABPN1	7.41257	5.71796	6.74556	6.21632	6.34449	5.29009	6.07232	7.31226	6.02804	6.75408	6.64318	6.03699	5.99873	5.07552	5.79584	5.7879	5.52234	6.65819	6.86366	5.61427
GPR171	2.34939	2.64855	2.67789	2.36691	2.46697	3.58833	3.48125	2.59154	3.05731	4.51651	5.66549	3.60549	2.9219	5.72868	3.65051	4.02895	7.09258	4.55563	3.91607	7.46933
KLRC1	1.32541	2.09276	2.69001	1.5044	1.57315	2.40277	1.84835	2.31893	2.19818	2.57015	3.73883	5.21983	5.22118	4.08891	5.20125	2.76891	5.42174	2.65534	5.21668	4.66121
KLRC2	1.32541	2.09276	2.69001	1.5044	1.57315	2.40277	1.84835	2.31893	2.19818	2.57015	3.73883	5.21983	5.22118	4.08891	5.20125	2.76891	5.42174	2.65534	5.21668	4.66121
CORO2B	3.37762	3.42218	4.4205	4.11997	3.74369	3.46152	5.16658	4.49539	4.04219	4.88696	5.27815	5.77196	5.9083	4.60461	7.199	6.86712	6.83629	7.25022	5.59733	5.85151
CRIP1	9.26111	8.01518	8.70363	8.634	7.78189	6.39437	8.13259	7.08211	8.51569	8.53663	6.12648	5.51687	6.60357	4.35881	6.46032	7.54787	7.43027	6.68267	5.12653	5.92799
RTN3	7.56905	10.4166	8.09657	6.0864	7.25152	7.2936	8.03181	7.06589	9.30559	6.76702	7.47464	8.80177	8.202	6.546	7.74481	8.49261	7.98499	7.53233	7.48952	7.57697
NUDT1	6.63171	6.4192	6.15267	6.5638	5.55004	4.55927	5.48932	4.99197	6.15444	5.50047	3.76982	4.81917	4.64034	3.26643	4.58455	3.91031	4.44283	4.81428	4.25686	4.53651
SPINK5	6.38101	4.74126	4.54928	4.8335	6.48418	4.09868	8.41834	6.45898	4.99092	9.11301	4.26129	3.69766	4.52385	5.48478	5.21988	4.10548	3.39025	3.73251	3.47752	3.82657
ARF5	7.64161	9.44126	5.94904	6.79411	7.46613	6.26421	5.83738	6.45596	6.88307	5.99764	5.46786	6.14785	6.56845	6.38868	5.69715	6.01041	6.26803	6.13003	6.02631	6.17101
CTNNA1	2.01917	2.74706	1.64456	1.63735	2.3882	2.1329	2.56191	2.13647	2.15223	2.18556	1.81688	1.99144	2.22195	2.93964	1.79682	2.26147	2.23115	1.90959	2.00922	1.89223
YPEL2	5.38123	6.20718	4.51361	4.88091	5.49982	3.56761	5.08916	5.50325	4.18969	4.89032	4.43553	5.24084	4.84581	4.68017	5.99642	5.6324	5.37488	5.41046	6.08875	3.95097
FYN	5.53602	3.54457	5.66426	4.28643	3.34864	5.07935	5.26543	6.93263	5.67203	3.04791	6.32814	7.45722	5.78259	3.10197	6.72956	6.31263	5.85411	6.75709	6.54767	7.36382
CLASP2	6.69446	6.63478	6.0475	4.89145	5.09514	5.76842	5.198	6.41817	5.68788	5.22468	5.40577	6.85902	6.34735	3.67591	6.98274	5.96777	7.57313	6.41661	5.804	5.2952
CRNKL1	4.23095	5.84575	5.82806	6.3442	4.00905	5.56283	6.37471	5.61043	7.67727	5.84242	3.91669	6.70462	6.97142	3.2083	4.7793	5.92513	4.44938	4.91161	4.52793	5.77948
ATP13A3	3.74515	3.04532	4.04341	4.61737	5.21272	3.58483	4.76852	4.34891	4.03361	4.54626	4.40313	3.2052	3.76536	4.35748	4.13831	3.57722	3.15524	3.81712	4.16082	4.00015
KMT5B	8.67398	9.64542	9.8375	8.0944	9.24701	8.37408	9.40126	9.63861	9.29822	9.08282	9.02932	10.1137	9.83282	5.72399	9.81114	9.80204	9.72217	10.2075	9.81619	9.02253
TNFRSF12A	7.74766	8.1681	7.22484	7.23415	6.80121	6.94392	6.79549	7.08217	7.54657	7.1682	7.27177	5.94607	6.36332	8.28624	5.81096	6.17132	5.49601	5.64422	6.19485	7.85316
BRF2	3.13334	3.73654	2.47652	3.06013	3.75464	3.21965	3.91083	3.10912	3.18752	2.95367	3.06685	3.36216	3.17278	3.44695	3.02167	3.17756	3.18543	3.37994	3.44625	2.70212
HPCAL1	2.98793	3.16199	2.32241	2.46221	2.25028	2.74506	2.23621	2.52153	2.62479	2.80123	2.1634	2.26074	2.10918	2.56908	2.3751	2.49669	2.46979	1.8345	2.5719	2.46979
WNT4	5.34928	3.13752	2.67675	5.49993	3.52741	3.16356	3.82721	2.92546	4.50772	3.30294	4.53651	3.24694	3.46841	3.71389	5.28363	3.38608	4.06735	4.55563	4.69827	5.60259
IL1RAP	3.45848	4.3457	3.24098	3.39823	2.56211	4.18053	3.52645	2.92575	3.72175	2.77272	2.21116	3.00994	2.41669	2.9561	2.39627	2.20385	2.14009	2.21325	2.23712	2.66259
ICMT	6.57013	7.35617	5.82161	5.18585	6.28286	6.39405	4.52376	5.35777	6.96972	4.41574	5.02185	6.53376	6.28923	4.18765	5.79865	6.80325	5.71078	6.04618	5.11728	5.46796
NAE1	8.0123	9.32288	7.40776	7.5399	7.47038	7.38415	7.05029	8.03664	8.14029	7.34814	7.34881	9.13143	8.39677	5.18746	8.39031	8.29275	8.99916	8.60748	8.57544	7.95136
MCM5	7.31214	7.12553	6.83832	7.45437	7.62713	5.13967	7.26184	5.58831	6.65269	5.51683	5.23029	5.85314	5.94233	2.71188	5.39658	5.9298	5.28058	5.66111	5.45922	6.59951
TCF7L2	6.1152	6.06602	7.46689	6.52051	6.47537	4.97173	7.41591	8.60846	7.07535	8.78466	7.76398	8.00573	6.98205	3.67273	7.45361	7.50906	6.46758	7.93514	8.70797	7.13241
NSDHL	4.5953	7.02771	4.00905	4.66478	4.05987	5.00586	3.80877	3.44136	4.5375	3.25919	3.52822	4.06702	3.89885	4.36554	3.73591	4.0346	3.58651	3.99778	3.57055	4.1386
NDUFB5	8.26585	9.53896	8.47394	8.73864	8.70363	7.83369	8.11677	7.48221	11.1109	8.29827	7.5421	9.44923	9.14919	4.89459	8.12499	8.4887	8.87683	8.14186	8.03131	7.90434
SLC25A25-AS1	8.06855	5.76663	5.98083	5.2429	7.49669	6.80112	6.53743	8.44754	5.16639	7.14624	7.27327	5.36425	6.06789	6.2627	7.63243	5.63299	6.6402	6.75598	7.62446	7.90568
SIGMAR1	3.80775	3.91405	3.85569	3.85326	3.56083	3.61151	3.18862	3.49878	3.79842	3.40235	3.32247	3.52676	3.7041	2.84415	3.60187	3.19071	3.15041	2.84853	3.635	3.31142
ABCA13	1.77364	1.96119	2.346	2.27721	1.44832	3.40021	1.79278	1.96119	1.83692	1.98433	2.56745	5.38399	5.20651	2.27929	4.32814	5.71621	6.47522	5.61024	4.66631	3.58577
PRKY	8.14331	4.34812	7.93251	6.01991	6.88269	7.27163	5.5565	7.3381	7.89995	5.51521	6.85842	8.08329	7.49791	4.48074	6.83558	6.27426	5.46915	6.43198	7.03166	6.09259
HSPA6	5.73765	6.14502	7.13015	8.21354	4.1046	3.95737	4.58538	6.83607	5.72748	3.80281	6.57616	4.87147	5.92356	5.36088	5.52486	4.78293	5.26239	5.16333	6.26462	5.69094
MARCKSL1	10.9885	9.8866	10.4608	9.80148	9.1841	8.16518	9.29475	9.38132	10.0822	9.01375	8.02298	8.18397	7.56547	6.92215	7.24735	6.51724	8.3402	7.0015	7.4941	8.63686
SRBD1	6.17086	5.14253	5.38163	6.09413	4.34595	6.04655	5.2667	5.80893	5.31325	5.7564	4.82674	6.64873	6.18269	4.38468	6.00904	5.26106	6.23022	5.18702	5.42918	5.65823
HCLS1	3.84831	3.20898	4.69163	3.83505	3.29026	2.73117	5.03606	3.42027	4.098	3.42391	4.52449	3.3527	4.30131	5.4741	4.11874	4.16865	4.12494	3.2568	4.39382	5.84678
SMIM3	6.45206	5.58371	5.61577	6.90846	5.87458	5.42115	6.38366	5.33609	5.27302	5.73448	5.11812	5.29265	4.90764	5.47066	5.88249	4.8739	5.36592	5.76135	6.16723	6.24684
SF3B1	8.967	8.50047	10.1639	9.34816	10.5821	8.27438	11.2168	10.5111	9.43583	11.1255	10.0369	9.69726	9.7697	8.21519	10.7663	9.83729	9.43182	10.6009	10.274	10.1653
LINC002481	5.79791	5.6965	6.34214	6.8784	6.5344	5.97559	7.18662	6.26126	5.67328	5.47774	6.25049	6.04649	6.10073	7.49879	6.57595	6.52972	6.14778	6.49686	7.44398	6.69815
UTP25	5.85469	7.1316	7.74668	6.49673	5.76116	6.99508	5.96824	7.54287	8.2999	6.47737	5.64292	6.31954	6.37429	4.93437	5.56856	6.03523	6.44777	5.17868	6.34803	5.40215
